time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-02-09T01:58:32.125Z,62.1143,-148.9527,23.6,1.4,ml,,,,0.71,ak,ak15244893,2017-02-09T02:09:49.068Z,"35km N of Sutton-Alpine, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-02-09T01:58:31.437Z,39.6008,-119.7795,6.8,1.3,ml,11,118.32,0.046,0.192,nn,nn00577587,2017-02-09T03:56:46.401Z,"0km NNW of Sun Valley, Nevada",earthquake,,1.8,0.48,4,reviewed,nn,nn
2017-02-09T01:42:34.220Z,38.8333321,-122.7730026,1.7,1.04,md,9,86,0.00374,0.03,nc,nc72762111,2017-02-09T02:42:02.053Z,"4km WNW of Cobb, California",earthquake,0.42,0.66,0.08,3,automatic,nc,nc
2017-02-09T01:34:49.780Z,38.8128319,-122.8130035,2.29,1.72,md,23,97,0.01079,0.03,nc,nc72762106,2017-02-09T02:29:02.030Z,"6km NW of The Geysers, California",earthquake,0.24,0.35,0.11,10,automatic,nc,nc
2017-02-09T01:29:27.576Z,38.395,-118.8829,12.9,1.1,ml,8,188.32,0.33,0.1385,nn,nn00577585,2017-02-09T03:50:20.977Z,"26km WSW of Hawthorne, Nevada",earthquake,,9,0.32,4,reviewed,nn,nn
2017-02-09T01:25:36.024Z,38.3002,-118.7776,9.3,0.3,ml,5,210.76,0.22,0.1078,nn,nn00577584,2017-02-09T03:44:07.562Z,"28km SSW of Hawthorne, Nevada",earthquake,,14,0.32,4,reviewed,nn,nn
2017-02-09T01:20:19.753Z,38.3104,-118.7633,9,0.2,ml,3,284.46,0.211,0.0147,nn,nn00577583,2017-02-09T03:40:57.086Z,"26km SSW of Hawthorne, Nevada",earthquake,,16,0,1,reviewed,nn,nn
2017-02-09T00:58:18.646Z,37.0923,-117.0514,3.9,-0.1,ml,4,266.01,0.113,0.1203,nn,nn00577671,2017-02-09T21:14:42.382Z,"33km NW of Beatty, Nevada",earthquake,,14.5,0.36,4,reviewed,nn,nn
2017-02-09T00:50:30.670Z,-15.0664,-73.9888,72.99,5.1,mb,,142,4.131,1.07,us,us20008ilv,2017-02-09T18:21:00.040Z,"22km W of Coracora, Peru",earthquake,7.7,7.8,0.039,212,reviewed,us,us
2017-02-09T00:39:11.123Z,64.1743,-150.0663,16.9,1.2,ml,,,,0.2,ak,ak15244097,2017-02-09T00:52:18.025Z,"64km NW of Healy, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-02-09T00:29:15.860Z,35.0313333,-117.6855,-0.82,1.39,ml,33,57,0.09712,0.2,ci,ci37580007,2017-02-09T18:42:48.783Z,"5km NW of Boron, CA",quarry blast,0.42,31.61,0.132,21,reviewed,ci,ci
2017-02-09T00:23:17.799Z,38.6455,-118.736,12.8,0.5,ml,7,241.78,0.168,0.0966,nn,nn00577582,2017-02-09T03:37:49.527Z,"16km NW of Hawthorne, Nevada",earthquake,,4.7,0.38,4,reviewed,nn,nn
2017-02-09T00:23:12.960Z,36.0111656,-120.5701675,3.97,2.01,md,24,82,0.02726,0.05,nc,nc72762091,2017-02-09T01:23:02.870Z,"23km SW of Coalinga, California",earthquake,0.21,0.34,0.12,14,automatic,nc,nc
2017-02-09T00:17:13.263Z,38.3896,-118.8789,11.1,0.9,ml,9,248.11,0.112,0.11,nn,nn00577581,2017-02-09T03:34:32.512Z,"26km SW of Hawthorne, Nevada",earthquake,,3.3,0.54,6,reviewed,nn,nn
2017-02-09T00:11:24.501Z,64.9695,-147.3606,3.5,1.2,ml,,,,0.63,ak,ak15244092,2017-02-09T00:34:53.637Z,"20km NNE of Badger, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-02-08T23:55:18.759Z,58.2392,-155.1093,3.8,0.6,ml,,,,0.38,ak,ak15244089,2017-02-09T19:01:41.100Z,"102km NW of Larsen Bay, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2017-02-08T23:44:28.110Z,33.7885,-116.1516667,8.38,0.84,ml,18,141,0.05876,0.12,ci,ci37579967,2017-02-09T01:21:05.205Z,"10km NE of Indio, CA",earthquake,0.28,0.65,0.172,13,reviewed,ci,ci
2017-02-08T23:31:18.630Z,19.339,-108.3473,10,4.2,mb,,174,4.573,1.05,us,us20008ilg,2017-02-09T00:02:15.040Z,"283km ENE of Socorro Island, Mexico",earthquake,7.5,1.8,0.086,38,reviewed,us,us
2017-02-08T23:23:31.280Z,33.6025,-116.8056667,8.66,0.42,ml,21,89,0.03579,0.09,ci,ci37579951,2017-02-08T23:31:28.862Z,"13km WNW of Anza, CA",earthquake,0.22,0.31,0.121,10,reviewed,ci,ci
2017-02-08T23:14:21.090Z,37.5695,-118.84,7.6,1.07,md,22,149,0.02224,0.03,nc,nc72762086,2017-02-09T01:22:01.869Z,"14km SE of Mammoth Lakes, California",earthquake,0.39,0.52,0.172,17,reviewed,nc,nc
2017-02-08T23:05:21.680Z,33.6731667,-116.7218333,15.3,0.94,ml,30,85,0.04028,0.12,ci,ci37579919,2017-02-08T23:21:24.258Z,"7km S of Idyllwild, CA",earthquake,0.21,0.33,0.142,19,reviewed,ci,ci
2017-02-08T23:02:14.690Z,46.1948333,-122.2645,2.04,0.73,md,4,289,0.05574,0.29,uw,uw61249071,2017-02-09T19:20:02.490Z,"34km NNE of Amboy, Washington",earthquake,1.94,23.86,,1,reviewed,uw,uw
2017-02-08T22:46:42.446Z,61.287,-151.6413,97.6,1.6,ml,,,,0.64,ak,ak15242601,2017-02-08T22:58:35.031Z,"69km NNW of Nikiski, Alaska",earthquake,,1.1,,,automatic,ak,ak
2017-02-08T22:36:20.922Z,62.0154,-149.3428,39.8,1.6,ml,,,,0.77,ak,ak15242597,2017-02-08T22:49:19.414Z,"30km N of Fishhook, Alaska",earthquake,,0.9,,,automatic,ak,ak
2017-02-08T22:33:33.037Z,63.2028,-150.4507,114.5,3,ml,,,,0.64,ak,ak15242586,2017-02-08T22:58:34.780Z,"78km WSW of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-02-08T22:28:38.340Z,47.5533333,-113.5675,3.5,0.28,md,8,184,0.296,0.06,mb,mb80198874,2017-02-09T21:36:09.260Z,"40km E of Ronan, Montana",earthquake,0.71,5.71,0.354,3,reviewed,mb,mb
2017-02-08T22:26:47.427Z,36.702,-116.3195,7.9,-0.2,ml,12,82.45,0.059,0.0769,nn,nn00577564,2017-02-09T01:24:43.717Z,"45km ESE of Beatty, Nevada",earthquake,,1.4,0.12,2,reviewed,nn,nn
2017-02-08T22:24:15.795Z,61.9009,-151.4686,77.7,1.8,ml,,,,0.51,ak,ak15242583,2017-02-08T22:39:31.270Z,"77km WNW of Willow, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-02-08T22:22:10.250Z,38.8139992,-122.7630005,1.58,1.16,md,11,150,0.01384,0.02,nc,nc72762071,2017-02-08T23:19:02.634Z,"3km WSW of Cobb, California",earthquake,0.37,0.8,0.07,3,automatic,nc,nc
2017-02-08T22:20:43.400Z,37.0493,-97.3764,1.19,2.9,mb_lg,,30,0.088,0.18,us,us20008ikz,2017-02-09T06:40:34.729Z,"20km E of Caldwell, Kansas",earthquake,1.7,5.5,0.077,44,reviewed,us,us
2017-02-08T22:18:42.110Z,38.8069992,-122.8206635,1.89,0.47,md,6,208,0.01834,0.01,nc,nc72762066,2017-02-08T23:07:02.616Z,"6km WNW of The Geysers, California",earthquake,0.8,1.4,0.09,3,automatic,nc,nc
2017-02-08T22:14:21.950Z,49.4258333,-120.5396667,-0.51,2.15,ml,9,226,0.6065,0.32,uw,uw61249061,2017-02-08T22:43:37.550Z,"4km SSW of Princeton, Canada",explosion,3.03,31.61,0.113,8,reviewed,uw,uw
2017-02-08T22:13:03.780Z,38.8318329,-122.8069992,0.83,0.57,md,11,64,0.008761,0.02,nc,nc72762056,2017-02-08T22:43:02.542Z,"7km W of Cobb, California",earthquake,0.24,0.71,0.27,4,automatic,nc,nc
2017-02-08T22:00:34.700Z,36.2766667,-89.521,7.51,1.22,md,17,45,0.02215,0.05,nm,nm60175251,2017-02-09T13:47:40.500Z,"3km WNW of Ridgely, Tennessee",earthquake,0.39,0.42,0.056,8,reviewed,nm,nm
2017-02-08T21:49:24.280Z,46.6546667,-121.488,-1.6,0.89,ml,6,161,0.05558,0.16,uw,uw61249051,2017-02-08T22:38:53.670Z,"14km ENE of Packwood, Washington",explosion,0.61,31.61,0.147,5,reviewed,uw,uw
2017-02-08T21:40:42.920Z,37.5691667,-118.8411667,7.57,1,md,22,101,0.02292,0.04,nc,nc72762046,2017-02-08T22:31:02.523Z,"14km SE of Mammoth Lakes, California",earthquake,0.32,0.59,0.201,18,reviewed,nc,nc
2017-02-08T21:32:22.320Z,0.0986,126.2182,37.71,4.7,mb,,57,1.329,0.64,us,us20008ikp,2017-02-08T22:45:05.040Z,"148km WSW of Kota Ternate, Indonesia",earthquake,7.2,7.8,0.088,39,reviewed,us,us
2017-02-08T21:30:14.080Z,38.3059,-118.7609,12.6,0.4,ml,4,284.91,0.208,0.1031,nn,nn00577562,2017-02-09T01:15:15.125Z,"27km SSW of Hawthorne, Nevada",earthquake,,14.4,0,1,reviewed,nn,nn
2017-02-08T21:05:33.930Z,34.7591667,-118.1701667,0.28,1.63,ml,8,198,0.1285,0.15,ci,ci37579871,2017-02-08T22:06:39.757Z,"8km N of Lancaster, CA",earthquake,1.17,31.61,0.375,24,automatic,ci,ci
2017-02-08T21:00:37.160Z,38.8135,-122.8298333,1.44,0.37,md,13,69,0.004653,0.02,nc,nc72762036,2017-02-09T17:33:04.018Z,"7km WNW of The Geysers, California",earthquake,0.29,0.43,0.299,2,reviewed,nc,nc
2017-02-08T20:46:16.650Z,22.55,94.7874,119.09,4.5,mb,,63,1.101,0.9,us,us20008ik6,2017-02-08T23:45:30.040Z,"59km NW of Monywa, Burma",earthquake,5.9,5.6,0.085,40,reviewed,us,us
2017-02-08T20:41:57.136Z,63.0108,-150.9582,120.9,1.7,ml,,,,0.45,ak,ak15241833,2017-02-08T20:59:15.652Z,"88km NNW of Talkeetna, Alaska",earthquake,,1.4,,,automatic,ak,ak
2017-02-08T20:36:09.479Z,62.2817,-153.4012,0,1.5,ml,,,,0.71,ak,ak15241831,2017-02-08T20:50:01.320Z,"135km ESE of McGrath, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-02-08T20:34:18.150Z,33.0435,-115.9145,4.58,1.73,ml,65,28,0.106,0.21,ci,ci37579855,2017-02-08T21:57:15.881Z,"23km ESE of Ocotillo Wells, CA",earthquake,0.17,0.75,0.148,21,reviewed,ci,ci
2017-02-08T20:31:37.472Z,38.3675,-118.879,14.1,0.9,ml,8,174.79,0.314,0.1066,nn,nn00577513,2017-02-08T21:24:14.702Z,"28km SW of Hawthorne, Nevada",earthquake,,7.3,0.19,3,reviewed,nn,nn
2017-02-08T20:26:53.460Z,38.821167,-122.7955017,2.42,1.04,md,17,66,0.0116,0.02,nc,nc72762026,2017-02-08T20:50:02.250Z,"5km NW of The Geysers, California",earthquake,0.28,0.6,0.08,3,automatic,nc,nc
2017-02-08T20:24:41.380Z,33.947,-117.0641667,15.87,0.87,ml,28,69,0.07404,0.13,ci,ci37579847,2017-02-08T21:56:56.074Z,"5km SSW of Calimesa, CA",earthquake,0.2,0.55,0.175,14,reviewed,ci,ci
2017-02-08T20:19:34.850Z,38.8204994,-122.7959976,2.37,1.36,md,19,69,0.01137,0.03,nc,nc72762021,2017-02-08T20:38:02.214Z,"5km NW of The Geysers, California",earthquake,0.25,0.48,0.12,5,automatic,nc,nc
2017-02-08T20:19:34.806Z,59.6761,-150.7825,56.6,1.9,ml,,,,0.6,ak,ak15241826,2017-02-08T20:32:48.230Z,"29km ESE of Fritz Creek, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-02-08T20:15:36.810Z,34.995,-118.1978333,-0.84,1.06,ml,12,102,0.1181,0.16,ci,ci37579839,2017-02-08T21:57:04.294Z,"7km SSW of Mojave, CA",quarry blast,0.48,31.61,0.03,5,reviewed,ci,ci
2017-02-08T20:12:33.820Z,37.569,-118.8408333,7.75,0.8,md,16,212,0.02296,0.04,nc,nc72762011,2017-02-08T21:02:02.269Z,"14km SE of Mammoth Lakes, California",earthquake,0.49,0.77,0.127,10,reviewed,nc,nc
2017-02-08T20:09:34.220Z,37.5691667,-118.8418333,7.95,1.99,md,37,101,0.02315,0.06,nc,nc72762006,2017-02-09T04:12:05.905Z,"14km SE of Mammoth Lakes, California",earthquake,0.22,0.43,0.24,31,reviewed,nc,nc
2017-02-08T20:07:16.683Z,63.3445,-149.7682,102.4,1.9,ml,,,,0.54,ak,ak15241819,2017-02-08T20:23:33.643Z,"41km W of Cantwell, Alaska",earthquake,,0.7,,,automatic,ak,ak
2017-02-08T20:02:16.847Z,65.1702,-146.0739,5.6,1.5,ml,,,,0.34,ak,ak15241817,2017-02-08T20:14:18.763Z,"72km WSW of Circle Hot Springs Station, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-02-08T19:59:48.290Z,33.5971667,-116.8095,8.82,0.24,ml,14,155,0.03805,0.07,ci,ci37579807,2017-02-08T23:11:54.072Z,"13km WNW of Anza, CA",earthquake,0.25,0.25,0.081,7,reviewed,ci,ci
2017-02-08T19:56:42.270Z,39.5811667,-121.551,-0.16,2.08,md,5,264,0.04734,0.04,nc,nc71105714,2017-02-10T04:00:26.302Z,"7km N of Oroville, California",quarry blast,2.28,31.61,0.229,5,reviewed,nc,nc
2017-02-08T19:49:34.148Z,65.1151,-146.719,19.9,1.9,ml,,,,0.89,ak,ak15241813,2017-02-08T20:14:18.505Z,"50km NE of North Pole, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-02-08T19:48:41.470Z,18.868,-155.1628333,34.141,1.96,md,20,287,0.4024,0.09,hv,hv61598246,2017-02-09T23:02:38.470Z,"50km SE of Pahala, Hawaii",earthquake,1.71,2.66,0.031,9,reviewed,hv,hv
2017-02-08T19:36:47.720Z,34.3488333,-116.0426667,-0.89,0.67,ml,13,75,0.1221,0.19,ci,ci37579791,2017-02-08T21:57:08.015Z,"24km N of Twentynine Palms, CA",earthquake,0.38,0.7,0.207,7,reviewed,ci,ci
2017-02-08T19:21:54.997Z,65.8729,-146.1429,9.9,2.6,ml,,,,0.71,ak,ak15241806,2017-02-08T21:08:30.439Z,"80km NW of Circle Hot Springs Station, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-02-08T19:21:02.760Z,35.5605,-118.3215,1.31,1.36,ml,28,87,0.1366,0.15,ci,ci37579783,2017-02-08T21:46:25.731Z,"15km ESE of Lake Isabella, CA",earthquake,0.17,0.34,0.231,16,reviewed,ci,ci
2017-02-08T19:14:48.620Z,46.319,-111.6111667,-2,1.24,md,7,142,0.327,0.08,mb,mb80198729,2017-02-08T21:02:14.710Z,"6km W of Townsend, Montana",quarry blast,0.59,31.61,0.218,6,reviewed,mb,mb
2017-02-08T19:14:20.050Z,47.6833333,-122.58,4.59,0.19,md,4,309,0.1953,0.2,uw,uw61249036,2017-02-08T22:36:37.640Z,"5km SSW of Suquamish, Washington",earthquake,1.84,31.61,0.024,3,reviewed,uw,uw
2017-02-08T19:00:08.290Z,38.8293343,-122.8078308,0.56,1.03,md,10,105,0.006184,0.01,nc,nc72762001,2017-02-08T19:16:02.216Z,"7km W of Cobb, California",earthquake,0.32,0.7,0.11,3,automatic,nc,nc
2017-02-08T18:57:47.875Z,37.148,-115.563,0,0.8,ml,3,200.34,0.336,0.1829,nn,nn00577510,2017-02-10T01:20:17.819Z,"42km SW of Alamo, Nevada",earthquake,,0,0,1,reviewed,nn,nn
2017-02-08T18:48:56.550Z,35.0435,-118.3213333,-1.01,1.22,ml,22,62,0.05533,0.13,ci,ci37579775,2017-02-08T20:01:35.382Z,"13km W of Mojave, CA",quarry blast,0.26,31.61,0.1,15,reviewed,ci,ci
2017-02-08T18:24:32.840Z,47.799,-122.3525,12.5,1.37,ml,8,122,0.1055,0.2,uw,uw61249021,2017-02-08T22:03:03.460Z,"1km N of Esperance, Washington",earthquake,0.54,1.34,0.157,5,reviewed,uw,uw
2017-02-08T18:24:14.764Z,38.3072,-118.7836,2.8,1.1,ml,11,168.03,0.226,0.1663,nn,nn00577462,2017-02-08T19:21:07.593Z,"27km SSW of Hawthorne, Nevada",earthquake,,5.3,0.13,3,reviewed,nn,nn
2017-02-08T18:23:26.014Z,58.2041,-155.5298,17.2,1.2,ml,,,,0.73,ak,ak15241761,2017-02-08T18:33:20.786Z,"85km SE of King Salmon, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-02-08T18:18:27.155Z,61.6473,-149.7555,44.4,1.6,ml,,,,0.38,ak,ak15241758,2017-02-08T18:33:20.523Z,"3km ENE of Houston, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-02-08T18:05:59.610Z,38.8463333,-122.8246667,2.3,0.45,md,7,143,0.01145,0.03,nc,nc72761996,2017-02-09T19:30:02.282Z,"9km WNW of Cobb, California",earthquake,0.93,0.46,0.099,2,reviewed,nc,nc
2017-02-08T18:02:16.370Z,38.2984,-118.756,9,0.6,ml,4,285.58,0.203,0.0664,nn,nn00577507,2017-02-08T21:08:51.795Z,"27km SSW of Hawthorne, Nevada",earthquake,,20.6,0.33,2,reviewed,nn,nn
2017-02-08T17:56:56.478Z,38.3102,-118.7682,3.3,0.7,ml,6,241.54,0.215,0.1054,nn,nn00577450,2017-02-08T19:14:52.693Z,"26km SSW of Hawthorne, Nevada",earthquake,,9.9,0.21,2,reviewed,nn,nn
2017-02-08T17:53:42.742Z,38.3108,-118.7653,6.8,0.4,ml,5,240.8,0.213,0.0352,nn,nn00577505,2017-02-08T21:02:40.668Z,"26km SSW of Hawthorne, Nevada",earthquake,,22,0.29,2,reviewed,nn,nn
2017-02-08T17:53:41.330Z,46.19,-122.2241667,-1,-0.51,md,4,260,0.02545,0.04,uw,uw61249016,2017-02-09T19:54:09.190Z,"35km NNE of Amboy, Washington",earthquake,1.31,6.93,0.563,2,reviewed,uw,uw
2017-02-08T17:38:32.260Z,33.725,-116.835,17.46,1.3,ml,36,112,0.08314,0.19,ci,ci37579719,2017-02-08T21:08:57.465Z,"6km ESE of Valle Vista, CA",earthquake,0.23,0.51,0.16,24,reviewed,ci,ci
2017-02-08T17:16:05.970Z,-23.3328,179.7297,537.38,4.5,mb,,115,5.777,0.65,us,us20008iii,2017-02-09T00:05:47.040Z,"South of the Fiji Islands",earthquake,14.2,8.9,0.082,43,reviewed,us,us
2017-02-08T16:58:33.530Z,38.821167,-122.8081665,2.38,1.5,md,17,94,0.002678,0.04,nc,nc72761991,2017-02-08T17:23:01.993Z,"6km NW of The Geysers, California",earthquake,0.31,0.43,0.13,7,automatic,nc,nc
2017-02-08T16:55:56.588Z,60.07,-150.3389,18.2,1.7,ml,,,,0.54,ak,ak15241017,2017-02-08T17:08:40.020Z,"50km W of Seward, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-02-08T16:54:53.964Z,65.4721,-144.7217,17.4,1.2,ml,,,,0.55,ak,ak15241016,2017-02-08T20:59:15.915Z,"1km W of Circle Hot Springs Station, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-02-08T16:43:36.120Z,36.8033333,-121.5214996,3.36,2.07,md,16,66,0.02314,0.09,nc,nc72761981,2017-02-08T16:56:03.549Z,"4km SSE of San Juan Bautista, California",earthquake,0.29,0.45,0.13,17,automatic,nc,nc
2017-02-08T16:30:51.130Z,36.8046667,-121.5176667,3.4,2.46,md,42,65,0.01988,0.1,nc,nc72761976,2017-02-08T20:03:03.334Z,"4km SSE of San Juan Bautista, California",earthquake,0.16,0.23,0.194,65,reviewed,nc,nc
2017-02-08T16:23:57.330Z,62.4279,-151.3736,70.4,1.6,ml,,,,0.47,ak,ak15240282,2017-02-08T16:33:03.485Z,"66km W of Talkeetna, Alaska",earthquake,,2,,,automatic,ak,ak
2017-02-08T16:19:05.130Z,36.8055,-121.5186667,3.48,2.96,md,49,64,0.02004,0.1,nc,nc72761971,2017-02-09T07:46:47.226Z,"4km SSE of San Juan Bautista, California",earthquake,0.16,0.24,0.219,80,reviewed,nc,nc
2017-02-08T16:08:46.730Z,33.4978333,-116.7905,4.62,0.66,ml,24,39,0.08072,0.16,ci,ci37579695,2017-02-08T19:35:25.363Z,"9km NE of Aguanga, CA",earthquake,0.19,0.46,0.112,19,reviewed,ci,ci
2017-02-08T16:05:39.504Z,38.4014,-118.8723,10.1,0.8,ml,6,256.68,0.325,0.1423,nn,nn00577491,2017-02-08T19:42:44.276Z,"25km WSW of Hawthorne, Nevada",earthquake,,6.7,0,1,reviewed,nn,nn
2017-02-08T16:03:19.840Z,36.021,-120.5801667,3.79,0.56,md,11,123,0.03716,0.03,nc,nc72761961,2017-02-09T20:26:03.389Z,"23km WSW of Coalinga, California",earthquake,0.3,0.64,0.069,4,reviewed,nc,nc
2017-02-08T15:55:55.236Z,63.1726,-151.3319,0.1,1.6,ml,,,,0.62,ak,ak15240274,2017-02-08T16:17:00.999Z,"113km NNW of Talkeetna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-02-08T15:51:25.602Z,62.1317,-149.4331,35.8,1.6,ml,,,,0.86,ak,ak15240271,2017-02-08T15:59:12.983Z,"22km E of Y, Alaska",earthquake,,2.9,,,automatic,ak,ak
2017-02-08T15:44:44.715Z,59.6408,-138.7958,0,1.7,ml,,,,0.77,ak,ak15240268,2017-02-08T15:59:12.752Z,"53km ENE of Yakutat, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-02-08T15:43:19.481Z,36.6992,-116.3146,9.3,0.8,ml,22,72.42,0.057,0.156,nn,nn00577425,2017-02-10T01:16:52.840Z,"45km ESE of Beatty, Nevada",earthquake,,1,0.25,13,reviewed,nn,nn
2017-02-08T15:33:22.990Z,19.2006664,-155.4754944,34.67,1.74,md,33,93,0.04676,0.17,hv,hv61598026,2017-02-08T15:36:40.490Z,"0km SE of Pahala, Hawaii",earthquake,0.58,0.89,0.1,5,automatic,hv,hv
2017-02-08T15:25:48.553Z,39.5987,-119.7847,10.8,0.4,ml,3,166.16,0.137,0.0267,nn,nn00577488,2017-02-08T19:36:32.684Z,"0km WNW of Sun Valley, Nevada",earthquake,,13.3,0.58,3,reviewed,nn,nn
2017-02-08T15:17:26.150Z,38.8248329,-122.8078308,2.53,1.38,md,14,78,0.002265,0.02,nc,nc72761931,2017-02-08T15:34:04.685Z,"6km NW of The Geysers, California",earthquake,0.33,0.55,0.04,4,automatic,nc,nc
2017-02-08T15:16:45.298Z,38.3026,-118.7974,6.2,1.4,ml,14,96.03,0.235,0.1992,nn,nn00577422,2017-02-08T17:03:17.517Z,"28km SSW of Hawthorne, Nevada",earthquake,,2.3,0.36,5,reviewed,nn,nn
2017-02-08T15:09:37.491Z,38.2988,-118.7946,11.6,0.7,ml,4,291.13,0.233,0.0729,nn,nn00577476,2017-02-08T19:05:13.469Z,"29km SSW of Hawthorne, Nevada",earthquake,,15.8,0.22,2,reviewed,nn,nn
2017-02-08T15:08:20.620Z,45.5165,26.2221,126.47,4.7,mb,,20,0.196,0.91,us,us20008ii5,2017-02-09T19:48:01.803Z,"12km NNW of Nehoiu, Romania",earthquake,5.3,4.5,0.045,151,reviewed,us,us
2017-02-08T14:58:23.210Z,47.4173333,-113.2431667,19.47,1.05,md,18,173,0.245,0.15,mb,mb80198719,2017-02-08T15:25:02.990Z,"32km NE of Seeley Lake, Montana",earthquake,0.62,1.75,0.165,13,reviewed,mb,mb
2017-02-08T14:47:34.681Z,61.3673,-150.4298,53.1,1.4,ml,,,,0.52,ak,ak15239525,2017-02-08T15:03:29.373Z,"30km SW of Big Lake, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-02-08T14:46:51.393Z,38.4097,-118.9353,6.2,1.8,ml,19,57.34,0.141,0.1519,nn,nn00577420,2017-02-10T01:14:13.681Z,"29km WSW of Hawthorne, Nevada",earthquake,,3.7,0.29,10,reviewed,nn,nn
2017-02-08T14:42:20.105Z,38.3884,-118.9349,6.3,1.7,ml,18,56.02,0.347,0.1675,nn,nn00577419,2017-02-10T01:12:48.551Z,"29km ENE of Bridgeport, California",earthquake,,4,0.18,9,reviewed,nn,nn
2017-02-08T14:37:14.157Z,59.9404,-150.9721,36.3,2.1,ml,,,,0.82,ak,ak15239517,2017-02-08T14:54:18.891Z,"29km NE of Fritz Creek, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-02-08T14:36:58.098Z,38.3039,-118.7893,8.1,1.2,ml,11,80.06,0.23,0.1182,nn,nn00577418,2017-02-08T16:33:37.982Z,"28km SSW of Hawthorne, Nevada",earthquake,,5.8,0.11,3,reviewed,nn,nn
2017-02-08T14:30:41.882Z,60.0268,-151.0392,20.8,2.1,ml,,,,0.76,ak,ak15239513,2017-02-08T14:54:18.626Z,"35km NNE of Fritz Creek, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-02-08T14:30:36.800Z,19.1082,-66.6853,45,3.2,Md,6,280.8,0.64499037,0.2,pr,pr17039004,2017-02-08T16:20:08.592Z,"70km NNE of Hatillo, Puerto Rico",earthquake,1.7,4.2,0,4,reviewed,pr,pr
2017-02-08T14:07:35.150Z,38.2988,-118.7782,10,0.2,ml,4,288.84,0.22,0.0184,nn,nn00577472,2017-02-09T02:37:50.574Z,"28km SSW of Hawthorne, Nevada",earthquake,,19.9,0,1,reviewed,nn,nn
2017-02-08T14:07:32.690Z,45.1986,150.0233,63.41,4.5,mb,,169,5.35,0.73,us,us20008ihv,2017-02-08T14:37:09.040Z,"168km E of Kuril'sk, Russia",earthquake,5.8,8.2,0.074,53,reviewed,us,us
2017-02-08T13:51:52.802Z,60.9455,-149.2478,24,1.2,ml,,,,0.38,ak,ak15238786,2017-02-08T14:06:42.865Z,"36km WNW of Whittier, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-02-08T13:49:06.390Z,39.3356667,-122.7941667,13.65,1.64,md,10,80,0.1499,0.19,nc,nc72761856,2017-02-08T17:46:02.026Z,"21km NNE of Upper Lake, California",earthquake,0.67,1.4,0.095,9,reviewed,nc,nc
2017-02-08T13:44:47.595Z,38.3841,-118.8778,15.7,0.8,ml,6,235.57,0.321,0.0804,nn,nn00577438,2017-02-09T02:37:14.617Z,"27km SW of Hawthorne, Nevada",earthquake,,3.2,0.07,2,reviewed,nn,nn
2017-02-08T13:44:32.990Z,-41.5886,-83.8056,10,5.4,mb,,166,7.618,1.15,us,us20008ihq,2017-02-08T16:38:44.040Z,"West Chile Rise",earthquake,7,1.9,0.044,174,reviewed,us,us
2017-02-08T13:44:13.622Z,38.3884,-118.8628,11.4,0.7,ml,5,285.85,0.313,0.1382,nn,nn00577471,2017-02-09T02:37:48.984Z,"25km SW of Hawthorne, Nevada",earthquake,,5.3,0.31,3,reviewed,nn,nn
2017-02-08T13:43:06.009Z,59.5959,-138.9213,0,1.9,ml,,,,0.94,ak,ak15238780,2017-02-08T13:58:04.880Z,"45km E of Yakutat, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-02-08T13:40:31.226Z,38.0428,-118.8339,7.4,0.8,ml,10,110.49,0.047,0.1582,nn,nn00577415,2017-02-09T02:36:32.068Z,"42km SE of Bridgeport, California",earthquake,,2.2,0,1,reviewed,nn,nn
2017-02-08T13:39:52.580Z,40.2798347,-124.392334,18.08,2.16,md,7,292,0.09273,0.11,nc,nc72761846,2017-02-08T16:07:26.687Z,"34km SW of Rio Dell, California",earthquake,4.72,1.81,,1,automatic,nc,nc
