time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-02-09T18:05:50.680Z,36.1035,-89.4525,4.18,2.83,md,58,40,0.03128,0.22,nm,nm60175406,2017-02-10T12:34:53.710Z,"9km NW of Dyersburg, Tennessee",earthquake,0.27,0.32,0.126,45,reviewed,nm,nm
2017-02-09T18:03:56.710Z,38.8248329,-122.7801666,1.02,1.51,md,9,62,0.00979,0.02,nc,nc72762281,2017-02-09T18:32:03.160Z,"4km W of Cobb, California",earthquake,0.29,0.37,0.05,5,automatic,nc,nc
2017-02-09T18:03:32.680Z,38.8230019,-122.7803345,0.49,1.32,md,9,88,0.009733,0.03,nc,nc72762276,2017-02-09T18:20:03.125Z,"4km W of Cobb, California",earthquake,0.31,0.54,0.05,3,automatic,nc,nc
2017-02-09T18:00:07.180Z,3.3002,98.3966,8.03,4.5,mb,,81,0.8,1.01,us,us20008irr,2017-02-10T04:52:19.058Z,"24km NNW of Kabanjahe, Indonesia",earthquake,4.8,5.3,0.093,35,reviewed,us,us
2017-02-09T17:55:46.600Z,46.2433333,-122.2301667,-1.08,-0.33,md,5,109,0.007165,0.17,uw,uw61249241,2017-02-09T19:46:22.390Z,"35km S of Morton, Washington",earthquake,0.47,12.48,,1,reviewed,uw,uw
2017-02-09T17:40:44.366Z,38.4204,-118.8446,6.3,1.1,ml,7,252.34,0.316,0.1037,nn,nn00577634,2017-02-09T19:29:58.310Z,"22km WSW of Hawthorne, Nevada",earthquake,,7.2,0.01,2,reviewed,nn,nn
2017-02-09T17:38:16.090Z,35.9936667,-116.071,0.51,1.75,ml,18,58,0.1904,0.15,ci,ci37580391,2017-02-09T19:06:22.263Z,"18km E of Shoshone, CA",earthquake,0.17,0.41,0.135,22,reviewed,ci,ci
2017-02-09T17:36:52.570Z,35.9955,-116.0725,1.06,2.48,ml,17,58,0.1903,0.14,ci,ci37580383,2017-02-09T18:50:59.670Z,"18km E of Shoshone, CA",earthquake,0.17,0.46,0.18,50,reviewed,ci,ci
2017-02-09T16:59:00.300Z,17.8747,-67.1675,10,2,Md,9,255.6,0.14193381,0.31,pr,pr17040003,2017-02-09T17:13:46.746Z,"11km S of Pole Ojea, Puerto Rico",earthquake,1.2,0.8,0,8,reviewed,pr,pr
2017-02-09T16:48:11.060Z,36.1096667,-117.9121667,2.38,1.18,ml,17,189,0.1032,0.11,ci,ci37580375,2017-02-09T19:11:49.744Z,"8km NNE of Coso Junction, CA",earthquake,0.27,0.71,0.132,10,reviewed,ci,ci
2017-02-09T16:46:34.691Z,36.007,-116.1205,10.6,0.4,ml,11,153.37,0.165,0.1678,nn,nn00577722,2017-02-10T00:31:07.496Z,"25km SSW of Pahrump, Nevada",earthquake,,1.7,0.07,2,reviewed,nn,nn
2017-02-09T16:40:14.322Z,52.209,-170.2368,22.8,2.7,ml,,,,0.41,ak,ak15251892,2017-02-09T20:08:09.583Z,"56km SE of Yunaska Island, Alaska",earthquake,,12,,,reviewed,ak,ak
2017-02-09T16:32:30.720Z,32.8188333,-115.4588333,12.84,1.73,ml,21,91,0.01687,0.27,ci,ci37580367,2017-02-09T18:41:33.971Z,"7km W of Holtville, CA",earthquake,0.58,0.61,0.185,26,reviewed,ci,ci
2017-02-09T16:28:22.782Z,37.2603,-116.0611,5.6,-0.2,ml,7,261.66,0.069,0.1143,nn,nn00577720,2017-02-10T00:18:21.908Z,"73km ENE of Beatty, Nevada",earthquake,,3.5,0,1,reviewed,nn,nn
2017-02-09T16:03:13.445Z,35.9863,-116.0938,11.3,0.9,ml,13,73.61,0.171,0.1838,nn,nn00577628,2017-02-09T19:23:42.425Z,"26km SSW of Pahrump, Nevada",earthquake,,3.5,0.22,4,reviewed,nn,nn
2017-02-09T15:56:52.030Z,32.6898333,-115.893,7.04,1.24,ml,19,79,0.04889,0.18,ci,ci37580343,2017-02-09T16:19:01.000Z,"11km ESE of Ocotillo, CA",earthquake,0.26,0.64,0.202,14,reviewed,ci,ci
2017-02-09T15:52:03.120Z,39.5086667,-112.0465,4.58,1.19,md,6,141,0.1623,0.16,uu,uu60184257,2017-02-09T18:10:08.150Z,"28km SW of Nephi, Utah",earthquake,1.36,6.06,0.338,4,reviewed,uu,uu
2017-02-09T15:49:10.886Z,65.0815,-148.6408,13.3,0.8,ml,,,,0.67,ak,ak15251891,2017-02-09T16:01:50.475Z,"39km NW of Ester, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-02-09T15:43:03.419Z,38.1407,-119.0712,0,1.3,ml,4,245.86,0.459,0.2043,nn,nn00577717,2017-02-10T00:08:59.931Z,"18km SE of Bridgeport, California",earthquake,,0,0,1,reviewed,nn,nn
2017-02-09T15:42:00.499Z,38.3546,-118.9046,12,0.8,ml,7,137.29,0.307,0.13,nn,nn00577715,2017-02-10T00:02:49.309Z,"30km SW of Hawthorne, Nevada",earthquake,,27,0,1,reviewed,nn,nn
2017-02-09T15:40:57.410Z,-8.6596,118.3231,149.52,4.2,mb,,77,3.87,1.08,us,us20008ire,2017-02-10T16:15:05.040Z,"12km SSE of Npongge, Indonesia",earthquake,4.7,9.8,0.16,11,reviewed,us,us
2017-02-09T15:35:01.940Z,19.3136667,-155.2116667,3.486,1.01,md,26,92,0.03452,0.12,hv,hv61599531,2017-02-10T02:51:31.490Z,"13km SSE of Volcano, Hawaii",earthquake,0.37,0.92,0.254,12,reviewed,hv,hv
2017-02-09T15:34:21.980Z,33.692,-116.7798333,14.57,0.66,ml,18,100,0.06077,0.19,ci,ci37580319,2017-02-09T15:39:02.270Z,"8km SW of Idyllwild, CA",earthquake,0.48,0.58,0.118,13,reviewed,ci,ci
2017-02-09T15:33:57.660Z,62.1593,-150.681,0,2,ml,,,,0.77,ak,ak15251106,2017-02-09T15:47:08.035Z,"34km WSW of Talkeetna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-02-09T15:25:55.660Z,46.9712,152.6891,75.98,4.4,mb,,133,6.795,0.82,us,us20008ird,2017-02-10T15:49:02.040Z,"Kuril Islands",earthquake,10.8,7.5,0.056,93,reviewed,us,us
2017-02-09T15:25:16.210Z,38.8128319,-122.8144989,1.44,1.37,md,10,118,0.0111,0.01,nc,nc72762256,2017-02-09T15:50:03.805Z,"6km NW of The Geysers, California",earthquake,0.32,0.54,0.09,3,automatic,nc,nc
2017-02-09T15:13:12.610Z,37.4301667,-118.8811667,5.6,1.43,md,21,152,0.1649,0.03,nc,nc72762246,2017-02-09T17:54:02.059Z,"25km SSE of Mammoth Lakes, California",earthquake,0.32,2.65,0.145,13,reviewed,nc,nc
2017-02-09T14:50:07.960Z,61.7741,-150.8906,65.5,1.5,ml,,,,0.63,ak,ak15251105,2017-02-09T14:58:10.943Z,"45km W of Willow, Alaska",earthquake,,1,,,automatic,ak,ak
2017-02-09T14:49:16.500Z,17.8616,-67.1191,9,2.2,Md,4,327.6,0.12845909,0.07,pr,pr17040002,2017-02-09T15:34:32.049Z,"14km SSE of Pole Ojea, Puerto Rico",earthquake,1,0.9,0,3,reviewed,pr,pr
2017-02-09T14:46:55.450Z,33.8511667,-116.7935,14.37,1.18,ml,41,32,0.01783,0.2,ci,ci37580263,2017-02-09T15:39:28.550Z,"7km S of Cabazon, CA",earthquake,0.25,0.45,0.168,27,reviewed,ci,ci
2017-02-09T14:45:44.489Z,61.738,-148.2246,12.7,1.2,ml,,,,0.45,ak,ak15251103,2017-02-09T14:58:10.702Z,"33km E of Sutton-Alpine, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-02-09T14:45:00.760Z,33.6118333,-116.93,7.32,0.39,ml,14,67,0.07094,0.14,ci,ci37580255,2017-02-09T15:39:20.378Z,"16km SSW of Valle Vista, CA",earthquake,0.37,0.86,0.168,9,reviewed,ci,ci
2017-02-09T14:43:19.904Z,59.8606,-153.0943,105.4,1.9,ml,,,,0.91,ak,ak15251102,2017-02-09T14:49:59.289Z,"71km W of Anchor Point, Alaska",earthquake,,1.8,,,automatic,ak,ak
2017-02-09T14:11:27.250Z,19.4108333,-155.3206667,5.597,2.15,ml,50,70,0.01959,0.1,hv,hv61599321,2017-02-09T23:19:53.400Z,"8km WSW of Volcano, Hawaii",earthquake,0.24,0.46,0.148,18,reviewed,hv,hv
2017-02-09T14:02:22.118Z,35.9894,-116.0845,9.7,0.5,ml,12,111.53,0.179,0.1922,nn,nn00577614,2017-02-09T19:04:54.856Z,"25km SSW of Pahrump, Nevada",earthquake,,2.8,0.33,3,reviewed,nn,nn
2017-02-09T13:58:22.384Z,36.7025,-116.3161,7.5,0.1,ml,10,174.52,0.06,0.0696,nn,nn00577712,2017-02-09T23:53:23.586Z,"45km ESE of Beatty, Nevada",earthquake,,1.4,0,1,reviewed,nn,nn
2017-02-09T13:51:28.610Z,38.8441658,-122.829834,2.13,0.9,md,12,134,0.007106,0.04,nc,nc72762226,2017-02-09T14:08:02.571Z,"9km WNW of Cobb, California",earthquake,0.49,0.52,0.08,3,automatic,nc,nc
2017-02-09T13:28:54.500Z,18.7173,-64.9093,34,2.6,Md,3,342,0.53898917,0.03,pr,pr17040001,2017-02-09T15:25:50.006Z,"41km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,3,3.6,0,2,reviewed,pr,pr
2017-02-09T13:24:46.150Z,51.5317,-178.2409,27.7,2,ml,,,,0.51,ak,ak15250320,2017-02-09T19:57:58.155Z,"39km S of Tanaga Volcano, Alaska",earthquake,,5.3,,,reviewed,ak,ak
2017-02-09T13:13:06.685Z,60.3746,-152.2133,96.7,1.6,ml,,,,0.87,ak,ak15250319,2017-02-09T13:20:07.108Z,"31km ESE of Redoubt Volcano, Alaska",earthquake,,1.4,,,automatic,ak,ak
2017-02-09T12:56:27.440Z,33.6645,-116.733,16.53,0.34,ml,21,65,0.04957,0.09,ci,ci37580239,2017-02-09T23:02:01.221Z,"8km S of Idyllwild, CA",earthquake,0.24,0.33,0.12,12,reviewed,ci,ci
2017-02-09T12:52:04.465Z,62.8923,-149.9246,73.3,1.7,ml,,,,0.53,ak,ak15250314,2017-02-09T13:05:24.837Z,"64km N of Talkeetna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-02-09T12:48:30.790Z,33.669,-116.7701667,11.29,0.64,ml,20,108,0.06621,0.13,ci,ci37580231,2017-02-09T14:25:58.956Z,"9km SSW of Idyllwild, CA",earthquake,0.35,0.58,0.15,19,reviewed,ci,ci
2017-02-09T12:46:26.780Z,33.0581667,-116.4413333,2.69,1.06,ml,38,59,0.1331,0.21,ci,ci37580223,2017-02-09T14:25:56.950Z,"15km E of Julian, CA",earthquake,0.3,1.33,0.166,27,reviewed,ci,ci
2017-02-09T12:18:16.900Z,39.3781667,-123.122,4.6,1.7,md,6,285,0.3402,0.05,nc,nc72762221,2017-02-09T17:20:02.994Z,"14km NNE of Redwood Valley, California",earthquake,1.14,6.91,0.165,5,reviewed,nc,nc
2017-02-09T11:52:38.210Z,33.5768333,-116.5918333,15.25,0.33,ml,27,70,0.02158,0.11,ci,ci37580215,2017-02-09T15:59:18.500Z,"8km ENE of Anza, CA",earthquake,0.18,0.3,0.241,8,reviewed,ci,ci
2017-02-09T11:45:55.070Z,19.0896664,-155.4411621,44.57,2.13,md,28,187,0.06833,0.12,hv,hv61599126,2017-02-09T11:49:17.000Z,"13km SSE of Pahala, Hawaii",earthquake,1.27,1.6,0.07,7,automatic,hv,hv
2017-02-09T11:19:53.620Z,32.3873333,-115.2023333,6.17,2.17,ml,20,112,0.09258,0.32,ci,ci37580207,2017-02-09T15:50:55.161Z,"4km NNW of Delta, B.C., MX",earthquake,0.52,2.13,0.267,25,reviewed,ci,ci
2017-02-09T11:15:48.648Z,61.7279,-148.1934,16.3,0.7,ml,,,,0.29,ak,ak15249536,2017-02-09T11:27:21.583Z,"35km ESE of Sutton-Alpine, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-02-09T11:11:21.670Z,61.5734,-149.9971,27,1.7,ml,,,,0.71,ak,ak15249532,2017-02-09T11:27:21.324Z,"6km NNW of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-02-09T10:55:51.150Z,34.0361667,-117.2341667,15.92,0.78,ml,45,48,0.1022,0.15,ci,ci37580199,2017-02-09T15:38:15.518Z,"3km ESE of Loma Linda, CA",earthquake,0.2,0.51,0.121,17,reviewed,ci,ci
2017-02-09T10:54:49.230Z,33.6771667,-116.6891667,16.17,0.53,ml,31,113,0.01524,0.11,ci,ci37580191,2017-02-09T15:24:37.997Z,"8km SSE of Idyllwild, CA",earthquake,0.17,0.28,0.147,7,reviewed,ci,ci
2017-02-09T10:49:45.987Z,64.6448,-148.9702,16,0,ml,,,,0.31,ak,ak15249528,2017-02-09T19:51:47.209Z,"10km NE of North Nenana, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-02-09T10:32:53.333Z,38.0414,-116.98,9.5,1.9,ml,13,85.1,0.194,0.145,nn,nn00577598,2017-02-09T17:36:48.977Z,"22km E of Tonopah, Nevada",earthquake,,1.7,0.19,7,reviewed,nn,nn
2017-02-09T10:08:03.512Z,59.9329,-152.5662,87.5,1.8,ml,,,,0.56,ak,ak15248753,2017-02-09T10:17:21.172Z,"44km WNW of Anchor Point, Alaska",earthquake,,1.4,,,automatic,ak,ak
2017-02-09T09:51:51.560Z,33.4486667,-116.7131667,12.89,0.31,ml,12,85,0.05757,0.05,ci,ci37580183,2017-02-09T14:26:30.093Z,"12km SSW of Anza, CA",earthquake,0.25,0.38,0.052,5,reviewed,ci,ci
2017-02-09T09:38:21.480Z,33.1561667,-116.0063333,9.09,0.91,ml,34,103,0.159,0.21,ci,ci37580175,2017-02-09T15:10:20.411Z,"12km E of Ocotillo Wells, CA",earthquake,0.3,1.17,0.182,14,reviewed,ci,ci
2017-02-09T09:37:50.620Z,38.6805,-122.3996667,7.21,2.46,md,61,103,0.1306,0.11,nc,nc72762216,2017-02-09T22:45:03.682Z,"12km NNE of Angwin, California",earthquake,0.15,0.45,0.202,39,reviewed,nc,nc
2017-02-09T09:27:24.928Z,61.7153,-149.7687,34.1,1.3,ml,,,,0.55,ak,ak15248751,2017-02-09T09:41:05.934Z,"9km NNE of Houston, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-02-09T09:14:51.712Z,61.9217,-151.2136,70.8,1.6,ml,,,,0.26,ak,ak15248749,2017-02-09T09:25:43.096Z,"64km WNW of Willow, Alaska",earthquake,,0.7,,,automatic,ak,ak
2017-02-09T09:12:16.373Z,62.695,-149.2144,51.7,1.4,ml,,,,0.47,ak,ak15248747,2017-02-09T09:25:42.836Z,"61km NE of Talkeetna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-02-09T09:00:00.860Z,37.5313333,-118.832,4.83,0.74,md,13,124,0.05864,0.03,nc,nc72762211,2017-02-09T17:08:01.958Z,"17km SE of Mammoth Lakes, California",earthquake,0.62,1.06,0.223,12,reviewed,nc,nc
2017-02-09T08:42:27.434Z,59.7941,-152.9428,113.4,2.2,ml,,,,0.47,ak,ak15247972,2017-02-09T09:04:49.238Z,"62km W of Anchor Point, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-02-09T08:35:52.062Z,59.7953,-153.9104,182.4,2.4,ml,,,,0.79,ak,ak15247967,2017-02-09T08:49:26.167Z,"56km E of Old Iliamna, Alaska",earthquake,,1.5,,,automatic,ak,ak
2017-02-09T08:31:42.230Z,-16.5118,67.7482,10,5,mb,,107,5.266,0.78,us,us20008in7,2017-02-09T08:48:59.040Z,"Mid-Indian Ridge",earthquake,9.6,1.9,0.071,63,reviewed,us,us
2017-02-09T08:30:20.069Z,62.1266,-148.694,16.7,0.7,ml,,,,0.31,ak,ak15247964,2017-02-09T19:45:36.195Z,"37km NNE of Sutton-Alpine, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2017-02-09T08:16:31.020Z,38.2613333,-112.3233333,8.12,0.7,md,7,101,0.2453,0.06,uu,uu60184252,2017-02-09T18:12:13.810Z,"9km WNW of Junction, Utah",earthquake,0.58,3.29,0.322,6,reviewed,uu,uu
2017-02-09T08:10:59.240Z,19.3898333,-155.2566667,1.186,0.38,md,12,63,0.006638,0.13,hv,hv61598921,2017-02-10T02:32:13.570Z,"4km SSW of Volcano, Hawaii",earthquake,0.18,0.36,0.056,4,reviewed,hv,hv
2017-02-09T08:10:28.520Z,33.5981667,-116.811,8.57,0.08,ml,19,91,0.0394,0.09,ci,ci37580159,2017-02-09T15:02:31.375Z,"14km WNW of Anza, CA",earthquake,0.24,0.33,0.152,6,reviewed,ci,ci
2017-02-09T08:03:10.412Z,60.3213,-147.8313,7,1.8,ml,,,,0.64,ak,ak15247960,2017-02-09T08:16:30.995Z,"68km SE of Whittier, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-02-09T07:56:50.420Z,36.0836667,-117.6308333,1.77,0.83,ml,11,117,0.1128,0.1,ci,ci37580151,2017-02-09T14:26:46.713Z,"29km E of Coso Junction, CA",earthquake,0.22,0.38,0.133,7,reviewed,ci,ci
2017-02-09T07:54:13.440Z,19.3426666,-155.0635071,4.35,1.75,md,33,178,0.05465,0.23,hv,hv61598826,2017-02-09T07:57:41.880Z,"18km S of Fern Acres, Hawaii",earthquake,0.5,1.06,0.14,16,automatic,hv,hv
2017-02-09T07:52:51.320Z,44.6706667,-110.4691667,4.38,1.56,ml,12,109,0.05175,0.11,uu,uu60184247,2017-02-09T18:18:25.610Z,"36km NE of Old Faithful Geyser, Wyoming",earthquake,0.32,0.68,0.28,3,reviewed,uu,uu
2017-02-09T07:51:00.320Z,47.507,-108.4171667,13.57,2.19,ml,4,136,1.04,0.01,mb,mb80198879,2017-02-09T21:56:03.750Z,"56km N of Winnett, Montana",earthquake,1.5,1.94,0.549,3,reviewed,mb,mb
2017-02-09T07:39:27.670Z,44.6666667,-110.4696667,4.47,1.82,ml,11,109,0.05485,0.12,uu,uu60184242,2017-02-09T17:57:13.880Z,"36km NE of Old Faithful Geyser, Wyoming",earthquake,0.33,0.74,0.321,3,reviewed,uu,uu
2017-02-09T07:32:28.511Z,38.4249,-118.904,0,1,ml,7,124.61,0.358,0.1481,nn,nn00577596,2017-02-09T17:06:30.766Z,"26km WSW of Hawthorne, Nevada",earthquake,,0,0,1,reviewed,nn,nn
2017-02-09T07:21:55.880Z,38.8014984,-122.7718353,0.97,1.81,md,25,66,0.01363,0.03,nc,nc72762191,2017-02-09T07:38:02.738Z,"3km NNW of The Geysers, California",earthquake,0.18,0.31,0.23,10,automatic,nc,nc
2017-02-09T06:47:20.700Z,18.1623,-67.4079,24,2.8,Md,6,223.2,0.23086703,0.21,pr,pr17040000,2017-02-09T07:38:15.392Z,"24km SW of Stella, Puerto Rico",earthquake,1.2,2.4,0,5,reviewed,pr,pr
2017-02-09T06:42:41.750Z,36.1898333,-89.4498333,7.29,0.92,md,9,68,0.0462,0.04,nm,nm60175271,2017-02-09T13:35:18.080Z,"8km SSE of Ridgely, Tennessee",earthquake,0.37,0.66,0.049,4,reviewed,nm,nm
2017-02-09T06:14:43.260Z,33.6666667,-116.9258333,14.89,0.96,ml,32,54,0.02043,0.13,ci,ci37580143,2017-02-09T14:26:48.887Z,"10km SSW of Valle Vista, CA",earthquake,0.23,0.39,0.16,27,reviewed,ci,ci
2017-02-09T06:10:44.950Z,38.7926674,-122.7545013,0.72,2.03,md,17,70,0.01678,0.03,nc,nc72762181,2017-02-09T06:15:03.553Z,"1km N of The Geysers, California",earthquake,0.18,0.47,0.19,9,automatic,nc,nc
2017-02-09T05:59:45.360Z,38.5583333,-122.29,4.97,2.42,md,71,59,0.04912,0.15,nc,nc72762176,2017-02-09T22:19:02.622Z,"14km E of Angwin, California",earthquake,0.15,0.5,0.197,44,reviewed,nc,nc
2017-02-09T05:57:09.520Z,36.1903333,-89.4511667,7.7,0.89,md,6,97,0.04543,0.03,nm,nm60175261,2017-02-09T13:39:52.100Z,"8km SSE of Ridgely, Tennessee",earthquake,0.39,0.74,0.083,4,reviewed,nm,nm
2017-02-09T05:43:31.380Z,38.7770004,-122.8588333,7.41,1.25,md,15,221,0.03937,0.19,nc,nc72762171,2017-02-09T06:00:03.531Z,"8km W of The Geysers, California",earthquake,1.89,2.63,0.17,4,automatic,nc,nc
2017-02-09T05:21:01.653Z,38.3677,-118.8928,11.3,0.7,ml,6,186.19,0.326,0.0596,nn,nn00577693,2017-02-09T22:26:16.102Z,"29km SW of Hawthorne, Nevada",earthquake,,13,0.01,2,reviewed,nn,nn
2017-02-09T05:15:01.560Z,38.5596667,-122.2758333,5.89,1.76,md,22,91,0.03996,0.1,nc,nc72762166,2017-02-10T04:22:02.247Z,"15km E of Angwin, California",earthquake,0.45,0.62,0.29,23,reviewed,nc,nc
2017-02-09T05:09:23.740Z,38.4085,-118.8742,16,0.8,ml,5,284.69,0.33,0.1019,nn,nn00577691,2017-02-09T22:13:46.428Z,"25km WSW of Hawthorne, Nevada",earthquake,,7.1,0.01,2,reviewed,nn,nn
2017-02-09T05:07:15.540Z,36.463,141.2019,40.94,4.2,mb,,156,1.441,0.83,us,us20008imm,2017-02-09T11:07:50.018Z,"51km ESE of Hitachi, Japan",earthquake,9.1,9.8,0.199,7,reviewed,us,us
2017-02-09T04:46:55.950Z,33.6896667,-116.7346667,15.48,0.48,ml,22,122,0.03089,0.11,ci,ci37580119,2017-02-09T14:57:55.188Z,"6km SSW of Idyllwild, CA",earthquake,0.3,0.38,0.13,9,reviewed,ci,ci
2017-02-09T04:46:14.450Z,33.597,-116.8095,8.44,0.92,ml,31,46,0.03804,0.13,ci,ci37580111,2017-02-09T14:27:54.480Z,"13km WNW of Anza, CA",earthquake,0.19,0.41,0.144,26,reviewed,ci,ci
2017-02-09T04:36:56.466Z,38.4004,-118.871,15.7,0.7,ml,4,292.73,0.324,0.0812,nn,nn00577687,2017-02-09T22:01:21.679Z,"25km WSW of Hawthorne, Nevada",earthquake,,26.6,0.21,2,reviewed,nn,nn
2017-02-09T04:36:04.061Z,38.309,-118.7571,12.1,0.6,ml,4,283.71,0.206,0.1017,nn,nn00577595,2017-02-09T16:57:12.223Z,"26km SSW of Hawthorne, Nevada",earthquake,,12.9,0.24,2,reviewed,nn,nn
2017-02-09T04:36:00.814Z,63.2753,-151.7796,4.7,1.6,ml,,,,0.33,ak,ak15246419,2017-02-09T04:49:13.608Z,"136km NW of Talkeetna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-02-09T04:23:26.850Z,19.3758335,-155.8638306,11.29,2.34,md,41,153,0.1121,0.25,hv,hv61598721,2017-02-09T04:26:45.370Z,"8km S of Honaunau-Napoopoo, Hawaii",earthquake,0.59,0.48,0.22,26,automatic,hv,hv
2017-02-09T04:20:04.743Z,38.4268,-118.8732,13.6,0.6,ml,5,282.69,0.338,0.122,nn,nn00577683,2017-02-09T21:52:04.117Z,"24km WSW of Hawthorne, Nevada",earthquake,,8.8,0.18,2,reviewed,nn,nn
2017-02-09T04:19:43.880Z,38.8046684,-122.8170013,2.88,1.03,md,15,151,0.0104,0.02,nc,nc72762156,2017-02-09T04:59:01.395Z,"6km WNW of The Geysers, California",earthquake,0.41,0.63,0.11,3,automatic,nc,nc
2017-02-09T04:13:23.109Z,63.5668,-147.5846,0,1.4,ml,,,,0.96,ak,ak15246414,2017-02-09T04:31:50.581Z,"70km ENE of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-02-09T04:10:06.284Z,38.3885,-118.9641,3.4,0.9,ml,4,294.6,0.386,0.2258,nn,nn00577680,2017-02-09T21:45:50.576Z,"27km ENE of Bridgeport, California",earthquake,,10.6,0.01,2,reviewed,nn,nn
2017-02-09T04:03:49.163Z,38.3852,-118.9456,0,0.9,ml,5,293.53,0.371,0.2911,nn,nn00577679,2017-02-09T21:42:41.487Z,"28km ENE of Bridgeport, California",earthquake,,0,0,2,reviewed,nn,nn
2017-02-09T03:57:44.680Z,15.8793,-95.7814,10,4.4,mb,,144,3.15,0.86,us,us20008imc,2017-02-09T17:01:42.055Z,"31km E of Santa Maria Xadani, Mexico",earthquake,5,1.9,0.088,37,reviewed,us,us
2017-02-09T03:53:12.422Z,38.3976,-118.8751,13.5,0.7,ml,5,285.99,0.325,0.1592,nn,nn00577678,2017-02-09T21:36:26.189Z,"26km WSW of Hawthorne, Nevada",earthquake,,13.3,0.15,2,reviewed,nn,nn
2017-02-09T03:46:59.750Z,37.5315,-118.8311667,5.27,2.24,md,35,112,0.05845,0.06,nc,nc72762151,2017-02-09T18:06:03.690Z,"17km SE of Mammoth Lakes, California",earthquake,0.27,0.71,0.235,31,reviewed,nc,nc
2017-02-09T03:46:13.160Z,45.308,-112.702,3.21,0.31,ml,5,174,0.092,0.08,mb,mb80198859,2017-02-09T21:06:40.690Z,"11km NNW of Dillon, Montana",earthquake,0.57,0.78,0.383,2,reviewed,mb,mb
2017-02-09T03:32:54.540Z,34.0221667,-117.081,17.01,1.12,ml,31,56,0.1399,0.19,ci,ci37580095,2017-02-09T14:27:14.499Z,"4km WSW of Yucaipa, CA",earthquake,0.34,0.97,0.201,28,reviewed,ci,ci
2017-02-09T03:29:58.005Z,64.9138,-149.0038,23.9,0.9,ml,,,,0.47,ak,ak15245659,2017-02-09T03:41:53.342Z,"37km N of North Nenana, Alaska",earthquake,,0.8,,,automatic,ak,ak
2017-02-09T03:27:42.370Z,35.2043333,-117.268,2.51,1.52,ml,14,113,0.1942,0.15,ci,ci37580087,2017-02-09T14:27:59.960Z,"38km ESE of Johannesburg, CA",earthquake,0.39,1.21,0.121,25,reviewed,ci,ci
2017-02-09T03:27:11.120Z,38.8251648,-122.8014984,2.37,0.52,md,10,92,0.006928,0.03,nc,nc72762146,2017-02-09T04:01:03.260Z,"6km W of Cobb, California",earthquake,0.33,0.53,0.03,3,automatic,nc,nc
2017-02-09T03:21:46.220Z,37.3321648,-121.6983337,6.87,1.21,md,9,111,0.04544,0.01,nc,nc72762141,2017-02-09T03:49:02.235Z,"11km ESE of East Foothills, California",earthquake,0.37,0.6,0.22,6,automatic,nc,nc
2017-02-09T03:20:55.650Z,38.4024,-118.8729,17.6,0.4,ml,6,216.39,0.326,0.1506,nn,nn00577625,2017-02-09T15:46:02.548Z,"25km WSW of Hawthorne, Nevada",earthquake,,4.4,0.53,5,reviewed,nn,nn
2017-02-09T02:52:48.900Z,60.2875,-140.8466,0,1.7,ml,,,,0.52,ak,ak15245657,2017-02-09T03:04:07.957Z,"91km ENE of Cape Yakataga, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-02-09T02:49:09.950Z,36.0231667,-117.775,2.09,0.48,ml,10,126,0.008155,0.04,ci,ci37580079,2017-02-09T16:12:53.607Z,"15km NE of Little Lake, CA",earthquake,0.15,0.09,0.218,3,reviewed,ci,ci
2017-02-09T02:47:28.060Z,36.0241667,-117.774,1.85,1.38,ml,24,64,0.007161,0.15,ci,ci37580071,2017-02-09T14:50:36.832Z,"15km NE of Little Lake, CA",earthquake,0.15,0.13,0.18,18,reviewed,ci,ci
2017-02-09T02:31:07.790Z,37.571,-118.8413333,7.85,0.67,md,20,180,0.02133,0.04,nc,nc72762131,2017-02-09T16:58:02.943Z,"14km SE of Mammoth Lakes, California",earthquake,0.33,0.27,0.201,16,reviewed,nc,nc
2017-02-09T02:21:52.570Z,-2.3066,140.7876,35,5.1,mb,,61,8.551,1.14,us,us20008im7,2017-02-09T04:18:47.279Z,"26km NNE of Jayapura, Indonesia",earthquake,9.7,2,0.112,26,reviewed,us,us
2017-02-09T02:21:23.430Z,38.833168,-122.7703323,1.28,0.44,md,8,171,0.002713,0.03,nc,nc72762121,2017-02-09T03:15:04.125Z,"4km WNW of Cobb, California",earthquake,1.09,0.74,0.13,2,automatic,nc,nc
